Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)","Age-standardised rate
(per 100,000)",Mean age (years),Median age (years),,ICD10 codes
Actual,Melanoma of the skin,1990,Females,40–44,25,4.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,45–49,16,3.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,50–54,17,4.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,55–59,18,5.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,60–64,33,8.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,65–69,27,7.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,70–74,43,15.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,75–79,40,18.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,80–84,24,17.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,85–89,21,29.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,90+,10,29.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1990,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,10–14,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,15–19,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,20–24,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,25–29,4,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,30–34,11,1.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,35–39,13,2.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,40–44,13,2.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,45–49,22,4.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,50–54,18,4.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,55–59,29,8.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,60–64,40,10.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,65–69,21,6.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,70–74,37,13.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,75–79,24,10.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,80–84,28,19.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,85–89,17,23.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,90+,12,33.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1991,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,15–19,2,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,20–24,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,25–29,5,0.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,30–34,14,1.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,35–39,11,1.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,40–44,31,4.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,45–49,24,4.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,50–54,24,5.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,55–59,17,4.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,60–64,26,7.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,65–69,43,12.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,70–74,39,13.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,75–79,40,17.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,80–84,32,21.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,85–89,20,25.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,90+,13,34.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1992,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,15–19,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,20–24,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,25–29,4,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,30–34,4,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,35–39,8,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,40–44,15,2.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,45–49,21,3.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,50–54,13,3.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,55–59,25,6.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,60–64,14,3.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,65–69,29,8.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,70–74,32,10.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,75–79,48,20.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,80–84,27,17.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,85–89,21,25.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,90+,10,25.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1993,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,20–24,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,25–29,8,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,30–34,7,1.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,35–39,15,2.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,40–44,13,2.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,45–49,19,3.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,50–54,22,4.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,55–59,16,4.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,60–64,24,6.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,65–69,26,7.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,70–74,44,13.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,75–79,35,15.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,80–84,30,18.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,85–89,20,23.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,90+,9,21.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1994,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,10–14,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,15–19,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,20–24,4,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,25–29,8,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,30–34,13,1.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,35–39,12,1.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,40–44,19,2.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,45–49,26,4.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,50–54,31,6.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,55–59,21,5.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,60–64,23,6.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,65–69,34,9.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,70–74,39,12.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,75–79,34,14.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,80–84,35,20.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,85–89,20,22.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,90+,13,29.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1995,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,10–14,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,20–24,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,25–29,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,30–34,4,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,35–39,11,1.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,40–44,24,3.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,45–49,20,3.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,50–54,28,5.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,55–59,14,3.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,60–64,28,7.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,65–69,31,8.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,70–74,35,10.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,75–79,35,14.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,80–84,38,21.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,85–89,31,32.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,90+,17,36.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1996,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,15–19,3,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,20–24,3,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,25–29,8,1.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,30–34,14,2.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,35–39,12,1.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,40–44,19,2.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,45–49,21,3.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,50–54,19,3.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,55–59,22,5.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,60–64,26,7.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,65–69,39,11.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,70–74,39,11.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,75–79,33,12.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,80–84,37,20.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,85–89,22,22.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,90+,8,16.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1997,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,15–19,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,20–24,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,25–29,5,0.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,30–34,11,1.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,35–39,13,1.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,40–44,16,2.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,45–49,19,2.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,50–54,20,3.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,55–59,21,4.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,60–64,28,7.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,65–69,30,8.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,70–74,40,12.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,75–79,35,13.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,80–84,47,26.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,85–89,36,34.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,90+,21,41.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1998,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,15–19,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,20–24,3,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,25–29,5,0.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,30–34,10,1.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,35–39,15,2.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,40–44,16,2.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,45–49,23,3.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,50–54,26,4.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,55–59,22,4.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,60–64,32,8.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,65–69,38,11.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,70–74,49,14.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,75–79,39,14.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,80–84,29,15.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,85–89,35,31.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,90+,21,38.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,1999,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,20–24,4,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,25–29,4,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,30–34,9,1.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,35–39,21,2.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,40–44,18,2.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,45–49,24,3.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,50–54,21,3.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,55–59,26,5.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,60–64,29,7.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,65–69,25,7.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,70–74,44,13.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,75–79,43,15.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,80–84,43,22.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,85–89,25,21.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,90+,18,31.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2000,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,15–19,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,20–24,3,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,25–29,8,1.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,30–34,10,1.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,35–39,6,0.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,40–44,18,2.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,45–49,20,2.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,50–54,27,4.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,55–59,35,7.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,60–64,29,7.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,65–69,31,9.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,70–74,42,12.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,75–79,50,17.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,80–84,54,26.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,85–89,34,28.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,90+,22,35.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2001,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,20–24,2,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,25–29,2,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,30–34,8,1.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,35–39,9,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,40–44,19,2.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,45–49,16,2.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,50–54,23,3.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,55–59,19,3.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,60–64,20,4.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,65–69,21,6.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,70–74,42,12.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,75–79,44,15.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,80–84,51,24.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,85–89,25,20.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,90+,28,43.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2002,Females,Unknown,1,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,20–24,1,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,25–29,4,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,30–34,5,0.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,35–39,9,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,40–44,16,2.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,45–49,29,4.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,50–54,24,3.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,55–59,21,3.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,60–64,38,8.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,65–69,46,12.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,70–74,34,10.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,75–79,47,15.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,80–84,57,26.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,85–89,29,23.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,90+,22,32.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2003,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,10–14,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,20–24,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,25–29,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,30–34,10,1.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,35–39,10,1.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,40–44,16,2.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,45–49,26,3.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,50–54,19,2.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,55–59,29,4.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,60–64,33,7.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,65–69,31,8.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,70–74,39,12.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,75–79,52,17.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,80–84,50,22.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,85–89,35,27.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,90+,27,38.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2004,Females,Unknown,1,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,20–24,2,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,25–29,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,30–34,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,35–39,9,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,40–44,19,2.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,45–49,19,2.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,50–54,36,5.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,55–59,36,5.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,60–64,29,6.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,65–69,34,8.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,70–74,41,12.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,75–79,49,16.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,80–84,61,26.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,85–89,33,25.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,90+,39,51.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2005,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,15–19,0,0.0,. .,. .,. ., ,C43
